  ZR    Vel     logg logTeff  y1(CHEOPS)    
  ZR    Vel     logg logTeff  y2(CHEOPS)  
  0.00  0.000   4.00  4.114    0.4137
  0.00  0.000   4.00  4.114   -0.0053
  0.00  0.000   4.00  4.146    0.4067
  0.00  0.000   4.00  4.146   -0.0056
  0.00  0.000   4.00  4.176    0.3980
  0.00  0.000   4.00  4.176   -0.0063
  0.00  0.000   4.00  4.204    0.3949
  0.00  0.000   4.00  4.204   -0.0077
  0.00  0.000   4.00  4.230    0.3890
  0.00  0.000   4.00  4.230   -0.0095
  0.00  0.000   4.00  4.255    0.4007
  0.00  0.000   4.00  4.255   -0.0125
  0.00  0.000   4.00  4.279    0.4156
  0.00  0.000   4.00  4.279   -0.0145
  0.00  0.000   4.00  4.301    0.4161
  0.00  0.000   4.00  4.301   -0.0173
  0.00  0.000   4.00  4.322    0.4255
  0.00  0.000   4.00  4.322   -0.0203
  0.00  0.000   4.00  4.342    0.4350
  0.00  0.000   4.00  4.342   -0.0231
  0.00  0.000   4.00  4.362    0.4434
  0.00  0.000   4.00  4.362   -0.0257
  0.00  0.000   4.00  4.380    0.4507
  0.00  0.000   4.00  4.380   -0.0279
  0.00  0.000   4.00  4.398    0.4579
  0.00  0.000   4.00  4.398   -0.0299
  0.00  0.000   4.00  4.415    0.4681
  0.00  0.000   4.00  4.415   -0.0324
  0.00  0.000   4.00  4.431    0.4839
  0.00  0.000   4.00  4.431   -0.0360
  0.00  0.000   4.00  4.447    0.5041
  0.00  0.000   4.00  4.447   -0.0399
  0.00  0.000   4.00  4.462    0.5204
  0.00  0.000   4.00  4.462   -0.0427
  0.00  0.000   4.00  4.477    0.5223
  0.00  0.000   4.00  4.477   -0.0429
  0.00  0.000   4.00  4.491    0.5103
  0.00  0.000   4.00  4.491   -0.0398
  0.00  0.000   4.00  4.505    0.4810
  0.00  0.000   4.00  4.505   -0.0406
  0.00  0.000   4.00  4.519    0.4401
  0.00  0.000   4.00  4.519   -0.0336
  0.00  0.000   4.00  4.531    0.3992
  0.00  0.000   4.00  4.531   -0.0269
  0.00  0.000   4.00  4.544    0.3598
  0.00  0.000   4.00  4.544   -0.0196
  0.00  0.000   4.00  4.556    0.3268
  0.00  0.000   4.00  4.556   -0.0127
  0.00  0.000   4.00  4.568    0.3039
  0.00  0.000   4.00  4.568   -0.0073
  0.00  0.000   4.00  4.580    0.2921
  0.00  0.000   4.00  4.580   -0.0046
  0.00  0.000   4.00  4.591    0.2876
  0.00  0.000   4.00  4.591   -0.0040
  0.00  0.000   4.00  4.602    0.2854
  0.00  0.000   4.00  4.602   -0.0046
  0.00  0.000   4.50  3.544    1.9588
  0.00  0.000   4.50  3.544    0.0310
  0.00  0.000   4.50  3.574    1.8026
  0.00  0.000   4.50  3.574    0.0215
  0.00  0.000   4.50  3.602    1.7086
  0.00  0.000   4.50  3.602   -0.0051
  0.00  0.000   4.50  3.628    1.6095
  0.00  0.000   4.50  3.628   -0.0153
  0.00  0.000   4.50  3.653    1.4407
  0.00  0.000   4.50  3.653   -0.0064
  0.00  0.000   4.50  3.677    1.3087
  0.00  0.000   4.50  3.677   -0.0018
  0.00  0.000   4.50  3.699    1.2143
  0.00  0.000   4.50  3.699   -0.0003
  0.00  0.000   4.50  3.720    1.1345
  0.00  0.000   4.50  3.720    0.0009
  0.00  0.000   4.50  3.740    1.0709
  0.00  0.000   4.50  3.740    0.0013
  0.00  0.000   4.50  3.760    1.0204
  0.00  0.000   4.50  3.760    0.0012
  0.00  0.000   4.50  3.778    0.9824
  0.00  0.000   4.50  3.778   -0.0001
  0.00  0.000   4.50  3.796    0.9575
  0.00  0.000   4.50  3.796   -0.0019
  0.00  0.000   4.50  3.813    0.9388
  0.00  0.000   4.50  3.813   -0.0043
  0.00  0.000   4.50  3.829    0.9299
  0.00  0.000   4.50  3.829   -0.0071
  0.00  0.000   4.50  3.845    0.9260
  0.00  0.000   4.50  3.845   -0.0096
  0.00  0.000   4.50  3.860    0.9171
  0.00  0.000   4.50  3.860   -0.0121
  0.00  0.000   4.50  3.875    0.9081
  0.00  0.000   4.50  3.875   -0.0145
  0.00  0.000   4.50  3.889    0.9032
  0.00  0.000   4.50  3.889   -0.0191
  0.00  0.000   4.50  3.903    0.9070
  0.00  0.000   4.50  3.903   -0.0249
  0.00  0.000   4.50  3.916    0.8913
  0.00  0.000   4.50  3.916   -0.0271
  0.00  0.000   4.50  3.929    0.8174
  0.00  0.000   4.50  3.929   -0.0235
  0.00  0.000   4.50  3.942    0.7145
  0.00  0.000   4.50  3.942   -0.0164
  0.00  0.000   4.50  3.954    0.6363
  0.00  0.000   4.50  3.954   -0.0103
  0.00  0.000   4.50  3.966    0.5881
  0.00  0.000   4.50  3.966   -0.0083
  0.00  0.000   4.50  3.978    0.5549
  0.00  0.000   4.50  3.978   -0.0069
  0.00  0.000   4.50  3.989    0.5310
  0.00  0.000   4.50  3.989   -0.0059
  0.00  0.000   4.50  4.000    0.5128
  0.00  0.000   4.50  4.000   -0.0054
  0.00  0.000   4.50  4.011    0.4976
  0.00  0.000   4.50  4.011   -0.0050
  0.00  0.000   4.50  4.021    0.4856
  0.00  0.000   4.50  4.021   -0.0048
  0.00  0.000   4.50  4.031    0.4750
  0.00  0.000   4.50  4.031   -0.0048
  0.00  0.000   4.50  4.041    0.4670
  0.00  0.000   4.50  4.041   -0.0048
  0.00  0.000   4.50  4.051    0.4593
  0.00  0.000   4.50  4.051   -0.0049
  0.00  0.000   4.50  4.061    0.4531
  0.00  0.000   4.50  4.061   -0.0051
  0.00  0.000   4.50  4.070    0.4469
  0.00  0.000   4.50  4.070   -0.0052
  0.00  0.000   4.50  4.079    0.4417
  0.00  0.000   4.50  4.079   -0.0053
  0.00  0.000   4.50  4.088    0.4357
  0.00  0.000   4.50  4.088   -0.0054
  0.00  0.000   4.50  4.097    0.4305
  0.00  0.000   4.50  4.097   -0.0055
  0.00  0.000   4.50  4.106    0.4258
  0.00  0.000   4.50  4.106   -0.0055
  0.00  0.000   4.50  4.114    0.4140
  0.00  0.000   4.50  4.114   -0.0055
  0.00  0.000   4.50  4.146    0.4063
  0.00  0.000   4.50  4.146   -0.0053
  0.00  0.000   4.50  4.176    0.3956
  0.00  0.000   4.50  4.176   -0.0054
  0.00  0.000   4.50  4.204    0.3899
  0.00  0.000   4.50  4.204   -0.0058
  0.00  0.000   4.50  4.230    0.3803
  0.00  0.000   4.50  4.230   -0.0067
  0.00  0.000   4.50  4.255    0.3908
  0.00  0.000   4.50  4.255   -0.0084
  0.00  0.000   4.50  4.279    0.4051
  0.00  0.000   4.50  4.279   -0.0097
  0.00  0.000   4.50  4.301    0.4025
  0.00  0.000   4.50  4.301   -0.0115
  0.00  0.000   4.50  4.322    0.4107
  0.00  0.000   4.50  4.322   -0.0135
  0.00  0.000   4.50  4.342    0.4196
  0.00  0.000   4.50  4.342   -0.0157
  0.00  0.000   4.50  4.362    0.4290
  0.00  0.000   4.50  4.362   -0.0177
  0.00  0.000   4.50  4.380    0.4387
  0.00  0.000   4.50  4.380   -0.0195
  0.00  0.000   4.50  4.398    0.4473
  0.00  0.000   4.50  4.398   -0.0210
  0.00  0.000   4.50  4.415    0.4554
  0.00  0.000   4.50  4.415   -0.0222
  0.00  0.000   4.50  4.431    0.4657
  0.00  0.000   4.50  4.431   -0.0237
  0.00  0.000   4.50  4.447    0.4802
  0.00  0.000   4.50  4.447   -0.0255
  0.00  0.000   4.50  4.462    0.4968
  0.00  0.000   4.50  4.462   -0.0279
  0.00  0.000   4.50  4.477    0.5107
  0.00  0.000   4.50  4.477   -0.0300
  0.00  0.000   4.50  4.491    0.5139
  0.00  0.000   4.50  4.491   -0.0309
  0.00  0.000   4.50  4.505    0.5078
  0.00  0.000   4.50  4.505   -0.0306
  0.00  0.000   4.50  4.519    0.4873
  0.00  0.000   4.50  4.519   -0.0282
  0.00  0.000   4.50  4.531    0.4536
  0.00  0.000   4.50  4.531   -0.0243
  0.00  0.000   4.50  4.544    0.4184
  0.00  0.000   4.50  4.544   -0.0200
  0.00  0.000   4.50  4.556    0.3818
  0.00  0.000   4.50  4.556   -0.0154
  0.00  0.000   4.50  4.568    0.3461
  0.00  0.000   4.50  4.568   -0.0110
  0.00  0.000   4.50  4.580    0.3165
  0.00  0.000   4.50  4.580   -0.0076
  0.00  0.000   4.50  4.591    0.2962
  0.00  0.000   4.50  4.591   -0.0055
  0.00  0.000   4.50  4.602    0.2844
  0.00  0.000   4.50  4.602   -0.0045
  0.00  0.000   4.50  4.613    0.2790
  0.00  0.000   4.50  4.613   -0.0037
  0.00  0.000   4.50  4.623    0.2774
  0.00  0.000   4.50  4.623   -0.0038
  0.00  0.000   4.50  4.633    0.2775
  0.00  0.000   4.50  4.633   -0.0044
  0.00  0.000   4.50  4.643    0.2780
  0.00  0.000   4.50  4.643   -0.0053
  0.00  0.000   4.50  4.653    0.2785
  0.00  0.000   4.50  4.653   -0.0062
  0.00  0.000   4.50  4.663    0.2779
  0.00  0.000   4.50  4.663   -0.0071
  0.00  0.000   4.50  4.672    0.2769
  0.00  0.000   4.50  4.672   -0.0079
  0.00  0.000   4.50  4.681    0.2760
  0.00  0.000   4.50  4.681   -0.0087
  0.00  0.000   4.50  4.690    0.2750
  0.00  0.000   4.50  4.690   -0.0093
  0.00  0.000   4.50  4.699    0.2744
  0.00  0.000   4.50  4.699    0.0000
  0.00  0.000   5.00  3.544    1.9494
  0.00  0.000   5.00  3.544    0.0110
  0.00  0.000   5.00  3.574    1.7556
  0.00  0.000   5.00  3.574    0.0067
  0.00  0.000   5.00  3.602    1.6329
  0.00  0.000   5.00  3.602    0.0035
  0.00  0.000   5.00  3.628    1.5893
  0.00  0.000   5.00  3.628   -0.0223
  0.00  0.000   5.00  3.653    1.4836
  0.00  0.000   5.00  3.653   -0.0117
  0.00  0.000   5.00  3.677    1.3313
  0.00  0.000   5.00  3.677   -0.0027
  0.00  0.000   5.00  3.699    1.2233
  0.00  0.000   5.00  3.699   -0.0012
  0.00  0.000   5.00  3.720    1.1412
  0.00  0.000   5.00  3.720    0.0008
  0.00  0.000   5.00  3.740    1.0722
  0.00  0.000   5.00  3.740    0.0017
  0.00  0.000   5.00  3.760    1.0164
  0.00  0.000   5.00  3.760    0.0013
  0.00  0.000   5.00  3.778    0.9741
  0.00  0.000   5.00  3.778    0.0006
  0.00  0.000   5.00  3.796    0.9453
  0.00  0.000   5.00  3.796   -0.0004
  0.00  0.000   5.00  3.813    0.9214
  0.00  0.000   5.00  3.813   -0.0020
  0.00  0.000   5.00  3.829    0.9098
  0.00  0.000   5.00  3.829   -0.0044
  0.00  0.000   5.00  3.845    0.9056
  0.00  0.000   5.00  3.845   -0.0069
  0.00  0.000   5.00  3.860    0.8954
  0.00  0.000   5.00  3.860   -0.0096
  0.00  0.000   5.00  3.875    0.8845
  0.00  0.000   5.00  3.875   -0.0124
  0.00  0.000   5.00  3.889    0.8719
  0.00  0.000   5.00  3.889   -0.0136
  0.00  0.000   5.00  3.903    0.8626
  0.00  0.000   5.00  3.903   -0.0161
  0.00  0.000   5.00  3.916    0.8557
  0.00  0.000   5.00  3.916   -0.0249
  0.00  0.000   5.00  3.929    0.8427
  0.00  0.000   5.00  3.929   -0.0324
  0.00  0.000   5.00  3.942    0.7945
  0.00  0.000   5.00  3.942   -0.0252
  0.00  0.000   5.00  3.954    0.6931
  0.00  0.000   5.00  3.954   -0.0139
  0.00  0.000   5.00  3.966    0.6092
  0.00  0.000   5.00  3.966   -0.0114
  0.00  0.000   5.00  3.978    0.5703
  0.00  0.000   5.00  3.978   -0.0094
  0.00  0.000   5.00  3.989    0.5415
  0.00  0.000   5.00  3.989   -0.0081
  0.00  0.000   5.00  4.000    0.5205
  0.00  0.000   5.00  4.000   -0.0071
  0.00  0.000   5.00  4.011    0.5029
  0.00  0.000   5.00  4.011   -0.0063
  0.00  0.000   5.00  4.021    0.4887
  0.00  0.000   5.00  4.021   -0.0059
  0.00  0.000   5.00  4.031    0.4766
  0.00  0.000   5.00  4.031   -0.0055
  0.00  0.000   5.00  4.041    0.4673
  0.00  0.000   5.00  4.041   -0.0054
  0.00  0.000   5.00  4.051    0.4589
  0.00  0.000   5.00  4.051   -0.0053
  0.00  0.000   5.00  4.061    0.4519
  0.00  0.000   5.00  4.061   -0.0053
  0.00  0.000   5.00  4.070    0.4454
  0.00  0.000   5.00  4.070   -0.0054
  0.00  0.000   5.00  4.079    0.4401
  0.00  0.000   5.00  4.079   -0.0055
  0.00  0.000   5.00  4.088    0.4347
  0.00  0.000   5.00  4.088   -0.0056
  0.00  0.000   5.00  4.097    0.4298
  0.00  0.000   5.00  4.097   -0.0056
  0.00  0.000   5.00  4.106    0.4252
  0.00  0.000   5.00  4.106   -0.0057
  0.00  0.000   5.00  4.114    0.4148
  0.00  0.000   5.00  4.114   -0.0057
  0.00  0.000   5.00  4.146    0.4073
  0.00  0.000   5.00  4.146   -0.0054
  0.00  0.000   5.00  4.176    0.3961
  0.00  0.000   5.00  4.176   -0.0049
  0.00  0.000   5.00  4.204    0.3887
  0.00  0.000   5.00  4.204   -0.0045
  0.00  0.000   5.00  4.230    0.3764
  0.00  0.000   5.00  4.230   -0.0046
  0.00  0.000   5.00  4.255    0.3854
  0.00  0.000   5.00  4.255   -0.0051
  0.00  0.000   5.00  4.279    0.3984
  0.00  0.000   5.00  4.279   -0.0058
  0.00  0.000   5.00  4.301    0.3938
  0.00  0.000   5.00  4.301   -0.0069
  0.00  0.000   5.00  4.322    0.4005
  0.00  0.000   5.00  4.322   -0.0080
  0.00  0.000   5.00  4.342    0.4086
  0.00  0.000   5.00  4.342   -0.0094
  0.00  0.000   5.00  4.362    0.4180
  0.00  0.000   5.00  4.362   -0.0108
  0.00  0.000   5.00  4.380    0.4280
  0.00  0.000   5.00  4.380   -0.0123
  0.00  0.000   5.00  4.398    0.4382
  0.00  0.000   5.00  4.398   -0.0137
  0.00  0.000   5.00  4.415    0.4482
  0.00  0.000   5.00  4.415   -0.0146
  0.00  0.000   5.00  4.431    0.4584
  0.00  0.000   5.00  4.431   -0.0149
  0.00  0.000   5.00  4.447    0.4700
  0.00  0.000   5.00  4.447   -0.0151
  0.00  0.000   5.00  4.462    0.4830
  0.00  0.000   5.00  4.462   -0.0157
  0.00  0.000   5.00  4.477    0.4962
  0.00  0.000   5.00  4.477   -0.0173
  0.00  0.000   5.00  4.491    0.5052
  0.00  0.000   5.00  4.491   -0.0194
  0.00  0.000   5.00  4.505    0.5061
  0.00  0.000   5.00  4.505   -0.0205
  0.00  0.000   5.00  4.519    0.4993
  0.00  0.000   5.00  4.519   -0.0228
  0.00  0.000   5.00  4.531    0.4795
  0.00  0.000   5.00  4.531   -0.0218
  0.00  0.000   5.00  4.544    0.4502
  0.00  0.000   5.00  4.544   -0.0204
  0.00  0.000   5.00  4.556    0.4200
  0.00  0.000   5.00  4.556   -0.0181
  0.00  0.000   5.00  4.568    0.3869
  0.00  0.000   5.00  4.568   -0.0147
  0.00  0.000   5.00  4.580    0.3527
  0.00  0.000   5.00  4.580   -0.0105
  0.00  0.000   5.00  4.591    0.3218
  0.00  0.000   5.00  4.591   -0.0070
  0.00  0.000   5.00  4.602    0.2986
  0.00  0.000   5.00  4.602   -0.0045
  0.00  0.000   5.00  4.613    0.2829
  0.00  0.000   5.00  4.613   -0.0037
  0.00  0.000   5.00  4.623    0.2732
  0.00  0.000   5.00  4.623   -0.0038
  0.00  0.000   5.00  4.633    0.2686
  0.00  0.000   5.00  4.633   -0.0044
  0.00  0.000   5.00  4.643    0.2667
  0.00  0.000   5.00  4.643   -0.0053
  0.00  0.000   5.00  4.653    0.2665
  0.00  0.000   5.00  4.653   -0.0062
  0.00  0.000   5.00  4.663    0.2666
  0.00  0.000   5.00  4.663   -0.0071
  0.00  0.000   5.00  4.672    0.2665
  0.00  0.000   5.00  4.672   -0.0079
  0.00  0.000   5.00  4.681    0.2663
  0.00  0.000   5.00  4.681   -0.0087
  0.00  0.000   5.00  4.690    0.2655
  0.00  0.000   5.00  4.690   -0.0093
  0.00  1.000   0.00  3.544    2.6466
  0.00  1.000   0.00  3.544   -0.0239
  0.00  1.000   0.00  3.574    2.0776
  0.00  1.000   0.00  3.574    0.0002
  0.00  1.000   0.00  3.602    1.6851
  0.00  1.000   0.00  3.602    0.0059
  0.00  1.000   0.00  3.628    1.5249
  0.00  1.000   0.00  3.628    0.0041
  0.00  1.000   0.00  3.653    1.4193
  0.00  1.000   0.00  3.653    0.0017
  0.00  1.000   0.00  3.677    1.3255
  0.00  1.000   0.00  3.677   -0.0003
  0.00  1.000   0.00  3.699    1.2431
  0.00  1.000   0.00  3.699   -0.0009
  0.00  1.000   0.00  3.720    1.2068
  0.00  1.000   0.00  3.720   -0.0037
  0.00  1.000   0.00  3.740    1.2252
  0.00  1.000   0.00  3.740   -0.0175
  0.00  1.000   0.00  3.760    1.1954
  0.00  1.000   0.00  3.760   -0.0212
  0.00  1.000   0.00  3.778    1.0987
  0.00  1.000   0.00  3.778   -0.0116
  0.00  1.000   0.50  3.544    2.7786
  0.00  1.000   0.50  3.544   -0.0277
  0.00  1.000   0.50  3.574    2.1430
  0.00  1.000   0.50  3.574   -0.0051
  0.00  1.000   0.50  3.602    1.6989
  0.00  1.000   0.50  3.602    0.0031
  0.00  1.000   0.50  3.628    1.5174
  0.00  1.000   0.50  3.628    0.0031
  0.00  1.000   0.50  3.653    1.4086
  0.00  1.000   0.50  3.653    0.0011
  0.00  1.000   0.50  3.677    1.3172
  0.00  1.000   0.50  3.677   -0.0008
  0.00  1.000   0.50  3.699    1.2343
  0.00  1.000   0.50  3.699   -0.0024
  0.00  1.000   0.50  3.720    1.1711
  0.00  1.000   0.50  3.720   -0.0036
  0.00  1.000   0.50  3.740    1.1707
  0.00  1.000   0.50  3.740   -0.0095
  0.00  1.000   0.50  3.760    1.1940
  0.00  1.000   0.50  3.760   -0.0205
  0.00  1.000   0.50  3.778    1.1542
  0.00  1.000   0.50  3.778   -0.0162
  0.00  1.000   0.50  3.796    1.0904
  0.00  1.000   0.50  3.796   -0.0128
  0.00  1.000   0.50  3.813    1.0285
  0.00  1.000   0.50  3.813   -0.0086
  0.00  1.000   0.50  3.829    0.9653
  0.00  1.000   0.50  3.829   -0.0001
  0.00  1.000   0.50  3.845    0.9139
  0.00  1.000   0.50  3.845   -0.0003
  0.00  1.000   0.50  3.860    0.8432
  0.00  1.000   0.50  3.860    0.0023
  0.00  1.000   0.50  3.875    0.7545
  0.00  1.000   0.50  3.875    0.0104
  0.00  1.000   1.00  3.544    2.8954
  0.00  1.000   1.00  3.544   -0.0304
  0.00  1.000   1.00  3.574    2.2105
  0.00  1.000   1.00  3.574   -0.0094
  0.00  1.000   1.00  3.602    1.7225
  0.00  1.000   1.00  3.602    0.0007
  0.00  1.000   1.00  3.628    1.5152
  0.00  1.000   1.00  3.628    0.0020
  0.00  1.000   1.00  3.653    1.3992
  0.00  1.000   1.00  3.653    0.0006
  0.00  1.000   1.00  3.677    1.3063
  0.00  1.000   1.00  3.677   -0.0011
  0.00  1.000   1.00  3.699    1.2273
  0.00  1.000   1.00  3.699   -0.0027
  0.00  1.000   1.00  3.720    1.1642
  0.00  1.000   1.00  3.720   -0.0034
  0.00  1.000   1.00  3.740    1.1179
  0.00  1.000   1.00  3.740   -0.0053
  0.00  1.000   1.00  3.760    1.1511
  0.00  1.000   1.00  3.760   -0.0131
  0.00  1.000   1.00  3.778    1.1714
  0.00  1.000   1.00  3.778   -0.0229
  0.00  1.000   1.00  3.796    1.1150
  0.00  1.000   1.00  3.796   -0.0177
  0.00  1.000   1.00  3.813    1.0684
  0.00  1.000   1.00  3.813   -0.0147
  0.00  1.000   1.00  3.829    1.0026
  0.00  1.000   1.00  3.829   -0.0090
  0.00  1.000   1.00  3.845    0.9348
  0.00  1.000   1.00  3.845   -0.0038
  0.00  1.000   1.00  3.860    0.8794
  0.00  1.000   1.00  3.860   -0.0011
  0.00  1.000   1.00  3.875    0.8201
  0.00  1.000   1.00  3.875    0.0029
  0.00  1.000   1.00  3.889    0.7459
  0.00  1.000   1.00  3.889    0.0041
  0.00  1.000   1.00  3.903    0.6440
  0.00  1.000   1.00  3.903    0.0124
  0.00  1.000   1.00  3.916    0.5116
  0.00  1.000   1.00  3.916    0.0281
  0.00  1.000   1.00  3.942    0.3988
  0.00  1.000   1.00  3.942    0.0660
  0.00  1.000   1.50  3.544    2.9975
  0.00  1.000   1.50  3.544   -0.0312
  0.00  1.000   1.50  3.574    2.2771
  0.00  1.000   1.50  3.574   -0.0129
  0.00  1.000   1.50  3.602    1.7513
  0.00  1.000   1.50  3.602   -0.0017
  0.00  1.000   1.50  3.628    1.5169
  0.00  1.000   1.50  3.628    0.0006
  0.00  1.000   1.50  3.653    1.3927
  0.00  1.000   1.50  3.653    0.0002
  0.00  1.000   1.50  3.677    1.2990
  0.00  1.000   1.50  3.677   -0.0009
  0.00  1.000   1.50  3.699    1.2209
  0.00  1.000   1.50  3.699   -0.0022
  0.00  1.000   1.50  3.720    1.1556
  0.00  1.000   1.50  3.720   -0.0036
  0.00  1.000   1.50  3.740    1.1098
  0.00  1.000   1.50  3.740   -0.0049
  0.00  1.000   1.50  3.760    1.0773
  0.00  1.000   1.50  3.760   -0.0061
  0.00  1.000   1.50  3.778    1.1225
  0.00  1.000   1.50  3.778   -0.0171
  0.00  1.000   1.50  3.796    1.1497
  0.00  1.000   1.50  3.796   -0.0242
  0.00  1.000   1.50  3.813    1.0932
  0.00  1.000   1.50  3.813   -0.0210
  0.00  1.000   1.50  3.829    1.0502
  0.00  1.000   1.50  3.829   -0.0168
  0.00  1.000   1.50  3.845    0.9778
  0.00  1.000   1.50  3.845   -0.0107
  0.00  1.000   1.50  3.860    0.8986
  0.00  1.000   1.50  3.860   -0.0050
  0.00  1.000   1.50  3.875    0.8403
  0.00  1.000   1.50  3.875   -0.0024
  0.00  1.000   1.50  3.889    0.7864
  0.00  1.000   1.50  3.889   -0.0003
  0.00  1.000   1.50  3.903    0.7255
  0.00  1.000   1.50  3.903    0.0040
  0.00  1.000   1.50  3.916    0.6614
  0.00  1.000   1.50  3.916    0.0111
  0.00  1.000   1.50  3.929    0.6074
  0.00  1.000   1.50  3.929    0.0093
  0.00  1.000   1.50  3.942    0.5687
  0.00  1.000   1.50  3.942    0.0282
  0.00  1.000   1.50  3.954    0.5361
  0.00  1.000   1.50  3.954    0.0177
  0.00  1.000   2.00  3.544    3.0753
  0.00  1.000   2.00  3.544   -0.0295
  0.00  1.000   2.00  3.574    2.3375
  0.00  1.000   2.00  3.574   -0.0157
  0.00  1.000   2.00  3.602    1.7849
  0.00  1.000   2.00  3.602   -0.0040
  0.00  1.000   2.00  3.628    1.5248
  0.00  1.000   2.00  3.628   -0.0005
  0.00  1.000   2.00  3.653    1.3910
  0.00  1.000   2.00  3.653    0.0000
  0.00  1.000   2.00  3.677    1.2930
  0.00  1.000   2.00  3.677   -0.0006
  0.00  1.000   2.00  3.699    1.2120
  0.00  1.000   2.00  3.699   -0.0018
  0.00  1.000   2.00  3.720    1.1478
  0.00  1.000   2.00  3.720   -0.0031
  0.00  1.000   2.00  3.740    1.1022
  0.00  1.000   2.00  3.740   -0.0040
  0.00  1.000   2.00  3.760    1.0708
  0.00  1.000   2.00  3.760   -0.0059
  0.00  1.000   2.00  3.778    1.0463
  0.00  1.000   2.00  3.778   -0.0068
  0.00  1.000   2.00  3.796    1.0871
  0.00  1.000   2.00  3.796   -0.0180
  0.00  1.000   2.00  3.813    1.1238
  0.00  1.000   2.00  3.813   -0.0247
  0.00  1.000   2.00  3.829    1.0825
  0.00  1.000   2.00  3.829   -0.0238
  0.00  1.000   2.00  3.845    1.0301
  0.00  1.000   2.00  3.845   -0.0195
  0.00  1.000   2.00  3.860    0.9479
  0.00  1.000   2.00  3.860   -0.0130
  0.00  1.000   2.00  3.875    0.8605
  0.00  1.000   2.00  3.875   -0.0063
  0.00  1.000   2.00  3.889    0.8032
  0.00  1.000   2.00  3.889   -0.0041
  0.00  1.000   2.00  3.903    0.7490
  0.00  1.000   2.00  3.903   -0.0020
  0.00  1.000   2.00  3.916    0.6920
  0.00  1.000   2.00  3.916    0.0004
  0.00  1.000   2.00  3.929    0.6403
  0.00  1.000   2.00  3.929    0.0031
  0.00  1.000   2.00  3.942    0.6004
  0.00  1.000   2.00  3.942    0.0053
  0.00  1.000   2.00  3.954    0.5737
  0.00  1.000   2.00  3.954    0.0073
  0.00  1.000   2.00  3.966    0.5527
  0.00  1.000   2.00  3.966    0.0048
  0.00  1.000   2.00  3.978    0.5370
  0.00  1.000   2.00  3.978    0.0058
  0.00  1.000   2.00  3.989    0.5255
  0.00  1.000   2.00  3.989    0.0062
  0.00  1.000   2.00  4.000    0.5148
  0.00  1.000   2.00  4.000    0.0066
  0.00  1.000   2.00  4.011    0.5039
  0.00  1.000   2.00  4.011    0.0069
  0.00  1.000   2.00  4.021    0.4938
  0.00  1.000   2.00  4.021    0.0072
  0.00  1.000   2.00  4.031    0.4850
  0.00  1.000   2.00  4.031    0.0076
  0.00  1.000   2.00  4.041    0.4757
  0.00  1.000   2.00  4.041    0.0076
  0.00  1.000   2.00  4.051    0.4680
  0.00  1.000   2.00  4.051    0.0081
  0.00  1.000   2.00  4.061    0.4619
  0.00  1.000   2.00  4.061    0.0080
  0.00  1.000   2.00  4.070    0.4565
  0.00  1.000   2.00  4.070    0.0081
  0.00  1.000   2.00  4.079    0.4522
  0.00  1.000   2.00  4.079    0.0075
  0.00  1.000   2.00  4.088    0.4493
  0.00  1.000   2.00  4.088    0.0075
